scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
-0.2934395304967512,1.010197488222371,-0.25250755479803,1.41774666377828,-0.31075810730972,-0.352702209130291,1.39080424720116,-1.64080121235676,1.50590174645147,-0.526011688209805,-0.252149778631201,-1.82936302559333,0.0437080585482844,-0.816464862352304,-0.334636864171449,-2.79584435434274,0.69179001294577,0.6645882985923,1.59766069639805,1.42234443489047,-0.806909700371634,0.0074392409618289,0.125416906282948,0.623594798168392,-0.511281610634609,-0.169796031787877,0.195505241329343,-0.159346536166115,-0.0106675977052816,-0.0179466233674584,0
-0.2934395304967512,0.7914331700325427,-3.57636177773708,3.29943622098785,-7.46043319687438,7.78363417666419,-0.398548657536885,-1.96844144838725,-3.11047619254795,-0.328403695377149,-1.57436284547485,-2.49756054724841,4.60417047790948,-9.0019148555682,-1.27632400546329,-13.9694706254616,1.25694535316357,-4.49162922501012,-5.96998693103967,-1.27466622002178,1.14778361222539,-0.181455201194929,0.540730752300116,0.719526342466937,0.379248749413946,-0.616961860032022,-0.44281081400968,0.359840688732324,-2.65182487459349,0.422184391599186,1
0.8110109690491163,-0.5832892773646307,-0.79471240131104,-0.101783397636635,0.567339534039366,-1.77370893806655,0.276552637751422,-0.942763406212546,0.967395644448788,-0.539607929677489,-0.926923253353159,0.704161730574017,1.09716141681128,-1.57868583225153,-1.83123689803305,-1.08365678820131,-0.469994416657367,1.54635906481667,0.291810467285944,-0.28466943137485,0.312530093277746,0.100094087775812,0.0672771513135514,0.496185934014681,-0.0886284579011958,-0.0941052844221779,-0.114781336814563,-0.421007738153791,-0.204934159661821,-0.189870674293604,0
-0.2934395304967512,-0.5172758138605952,-4.44684654752268,-0.0147931576652609,-5.12630699550863,6.94512997633611,5.26925534782033,-4.29717716297717,-2.59124168468427,0.342670615268881,-3.88066304488519,-3.97652513857503,5.73008435556377,-5.03186814827248,-1.13543910933334,-10.7870505700202,0.265456230525684,-1.10421746262461,0.636412737308571,0.994101368746143,-0.688720555143152,-0.108006422684084,0.247912823388783,-0.0495861794607239,-0.226016961592253,-0.401235601042542,0.856123603036307,0.661272426708284,0.492559738814261,0.971834350005126,1
0.8702578075875079,0.5947203327106756,-3.15898973247843,1.7654516187093,-3.39016804993175,0.9874099790721,-1.50993036564483,-1.28095213137771,-2.71955696702151,0.718324816575686,-1.66018323527908,-3.8410981507899,3.28282460993431,-3.90687694585664,0.951367704021229,-4.89818303490097,-0.551999608913709,-4.78744841664753,-9.33432947229458,-2.58024865554763,1.50157346167502,-0.0225898632000452,1.12053278888547,1.60508518555367,-0.618637378199115,-0.251282996939273,-0.240527821958069,-0.0043267561942135,-0.2354773111409,0.0181292220019296,1
-0.0985118423810522,0.0991787967433828,-0.438625685426504,0.951526539271653,0.869359571715192,-0.112992881261116,-0.439073427987125,0.962392155129079,-1.41725742787176,-3.03102488346251,2.10967966890319,-0.660938038123024,1.22542459960828,-1.61535575870731,1.24024641588671,1.66434257016058,-0.896413136347011,0.230041417180887,0.242218120725913,1.16246588885388,0.0416253094010278,-0.795853112955334,3.10539818912181,-0.487695632727096,0.0028179669875243,-0.545481911488489,0.805144417093156,-0.0608999991657727,0.312208577598089,0.247579761955301,0
-0.2824006148256829,-0.1404269317073744,1.24024759719862,0.173852070864196,0.39197875742828,0.430506000270436,-0.284127283490711,-0.486512975916444,-0.0639771749967151,-0.0241908225813792,-0.156603236932162,0.110536738068196,1.15008116991744,0.824857777047133,0.052447942477358,0.463087802023154,0.381127423084958,0.605665892079953,-0.7792526695956,0.0886445082048772,0.295503692704327,-0.0866616165341646,-0.229959371140254,-0.711467660307716,0.0864132958628686,-0.0084521713860679,0.223052869557088,0.098216405828367,-0.0348412609940246,0.0050173627458871,0
-0.2934395304967512,-0.5016623785523796,-4.56634156694274,3.35345148012501,-4.57202780762531,3.61611930403552,-2.49313810882875,-1.0899997127127,-5.55143306976649,0.44778308394893,-2.42441402571208,-5.69992228265959,3.58682418337431,-6.63622904939297,-1.1281764439465,-7.24554959537009,0.638325536245456,-6.85681003898144,-8.85187850534679,-4.5918832274368,0.936939858866071,-0.249127726683026,2.67446587862872,-0.0208799797343963,-0.302447083877198,-0.0863964000107124,-0.516059779833395,-0.295102234035121,0.195985145691014,0.141115102721758,1
1.2820512820512822,-0.5600277258896369,-5.01510495823937,2.59027453139582,0.708731177688197,-2.30777230506019,-2.05209377928587,1.26759370982587,-3.03539637568233,-8.05616377894519,2.2600802781095,-0.53754046034924,-0.11369439872815,1.30168534126875,-0.227991166436695,0.202209417406191,1.65776939730978,0.166899970821527,0.386078365606673,0.354152618824539,-1.34437988606944,-2.13603701957847,8.52055757557297,-1.85654329427502,0.510679661153803,0.302431773410328,0.749472794624296,-0.559928455179598,1.06384253342655,0.247144457676344,0
-0.2659121078739607,-0.5626123427201918,-1.9001403189159,1.59781672708291,1.25144168470086,0.533617239228706,1.43359115807086,-0.713263677974747,1.69738808189218,-0.6060222561329,-0.932561422880682,0.757735074309098,-1.06220112396153,-0.443667240803868,0.228024028675286,-0.289456191334946,-0.852698622059827,0.859245345997603,-1.43887953280494,-0.512942577529575,-2.16514985246925,-0.371041430498583,-0.0844187679603699,-0.113815404535367,-0.345784395759805,-0.126633751416201,0.977979830791199,-0.215287853187463,-0.698574165138662,-0.13185276137519,0
-0.2966533920212394,0.8266309519613717,-0.512348993642627,4.82706041999945,-7.97393924909553,7.3340585164719,0.367703644775346,-2.0551290853684,-2.93585569967936,1.43100813095171,-4.54472224374179,-5.25809597551632,5.71631869503674,-5.81040712597652,0.723292646283101,-12.2891333850899,0.378773196301938,-2.02073438121173,-2.03970261739192,0.658182927257658,0.832574035012694,0.804101330337598,0.535619750720892,-0.459495920284509,-0.0093636678425974,-1.1404357941897,-0.0064452687432379,0.527970329614587,0.55888099608345,0.126516761960086,1
-0.1980018165304269,-0.2920382053360589,-0.545327728301288,1.16089114392365,1.08514888456913,0.621161943783047,0.651316758462626,-0.13384845175637,0.642820506689262,-1.13057127256699,-0.295315963458069,0.166697953473269,-1.2347310206527,-0.647135832748473,-0.263049373701199,0.14941251276655,1.17196981475873,-0.152486515314086,-0.502330890650089,0.401851991302126,0.768191115025462,-0.141714174154625,0.797716642461279,0.0302702297685805,-0.276670927463362,-0.470396160308914,-0.0086068990677531,-0.282802233814643,-0.0947524236413307,-0.0886977002312535,0
